sample_id,tool,file,line,col,rule,severity,message,layer,context,label,notes
388,validate-actions,mrdoob_three.js_codeql-code-scanning.yml,28,6,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,   26: \n   27:     steps:\n>  28:     - name: Checkout repository\n   29:       uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4\n   30: ,TP,outdated / unpinned action
389,validate-actions,mrdoob_three.js_codeql-code-scanning.yml,32,6,action-version,warning,Action github/codeql-action/init uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,   30: \n   31:     # Initializes the CodeQL tools for scanning.\n>  32:     - name: Initialize CodeQL\n   33:       uses: github/codeql-action/init@76621b61decf072c1cee8dd1ce2d2a82d33c17ed # v3\n   34:       with:,TP,outdated / unpinned action
390,validate-actions,mrdoob_three.js_codeql-code-scanning.yml,39,6,action-version,warning,Action github/codeql-action/autobuild uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,   37:         queries: security-and-quality\n   38: \n>  39:     - name: Autobuild\n   40:       uses: github/codeql-action/autobuild@76621b61decf072c1cee8dd1ce2d2a82d33c17ed # v3\n   41: ,TP,outdated / unpinned action
391,validate-actions,mrdoob_three.js_codeql-code-scanning.yml,42,6,action-version,warning,Action github/codeql-action/analyze uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,   40:       uses: github/codeql-action/autobuild@76621b61decf072c1cee8dd1ce2d2a82d33c17ed # v3\n   41: \n>  42:     - name: Perform CodeQL Analysis\n   43:       uses: github/codeql-action/analyze@76621b61decf072c1cee8dd1ce2d2a82d33c17ed # v3\n   44:       with:,TP,outdated / unpinned action
392,validate-actions,mui_material-ui_priority-support-validation-prompt.yml,18,8,action-version,warning,Action peter-evans/find-comment uses commit SHA (corresponds to v3.1.0) which is major version outdated. Current latest is v4.0.0.,registry,   16: \n   17:     steps:\n>  18:       - name: Find Comment\n   19:         uses: peter-evans/find-comment@3eae4d37986fb5a8592848f6a574fdf654e61f9e # v3\n   20:         id: findComment,TP,outdated / unpinned action
393,validate-actions,mui_material-ui_priority-support-validation-prompt.yml,27,8,action-version,warning,Action peter-evans/create-or-update-comment uses commit SHA (corresponds to v4.0.0) which is major version outdated. Current latest is v5.0.0.,registry,"   25: \n   26:       - name: Create comment\n>  27:         if: ${{ steps.findComment.outputs.comment-id == '' && contains(github.event.label.name, 'unknown') }}\n   28:         uses: peter-evans/create-or-update-comment@71345be0265236311c031f5c7866368bd1eff043 # v4.0.0\n   29:         with:",TP,outdated / unpinned action
394,validate-actions,mui_material-ui_priority-support-validation-prompt.yml,41,8,action-version,warning,Action peter-evans/create-or-update-comment uses commit SHA (corresponds to v4.0.0) which is major version outdated. Current latest is v5.0.0.,registry,"   39: \n   40:       - name: Update comment\n>  41:         if: ${{ steps.findComment.outputs.comment-id != '' && contains(github.event.label.name, 'priority') }}\n   42:         uses: peter-evans/create-or-update-comment@71345be0265236311c031f5c7866368bd1eff043 # v4.0.0\n   43:         with:",TP,outdated / unpinned action
395,validate-actions,mui_material-ui_vale-action.yml,14,8,marketplace,warning,Couldn't fetch version tags for actions/checkout. Continuing without version validation.,registry,   12:       contents: read\n   13:       pull-requests: write\n>  14:     steps:\n   15:       - uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n   16:       - name: Extract Vale version from pnpm-lock.yaml,INFRA,network: no GH_TOKEN; not a validation finding
396,validate-actions,ohmyzsh_ohmyzsh_project.yml,20,8,action-version,warning,Action actions/create-github-app-token uses v2 (resolves to v2.2.2) which is major version outdated. Current latest is v3.1.1.,registry,   18:     steps:\n   19:       - name: Authenticate as @ohmyzsh\n>  20:         id: generate-token\n   21:         uses: actions/create-github-app-token@v2\n   22:         with:,TP,outdated / unpinned action
397,validate-actions,public-apis_public-apis_validate_links.yml,16,8,action-version,warning,Action actions/checkout uses outdated v2 which cannot be resolved to any available version. Current latest is v6.0.2.,registry,   14:     runs-on: ubuntu-latest\n   15:     steps:\n>  16:       - name: Checkout repository\n   17:         uses: actions/checkout@v2\n   18: ,TP,outdated / unpinned action
398,validate-actions,public-apis_public-apis_validate_links.yml,19,8,marketplace,warning,Couldn't fetch version tags for actions/setup-python. Continuing without version validation.,registry,   17:         uses: actions/checkout@v2\n   18: \n>  19:       - name: Set up Python\n   20:         uses: actions/setup-python@v2\n   21:         with:,INFRA,network: no GH_TOKEN; not a validation finding
399,actionlint,public-apis_public-apis_validate_links.yml,17,15,action,error,"the runner of ""actions/checkout@v2"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   15:     steps:\n   16:       - name: Checkout repository\n>  17:         uses: actions/checkout@v2\n   18: \n   19:       - name: Set up Python,TP,deprecated Node runner version
400,actionlint,public-apis_public-apis_validate_links.yml,20,15,action,error,"the runner of ""actions/setup-python@v2"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   18: \n   19:       - name: Set up Python\n>  20:         uses: actions/setup-python@v2\n   21:         with:\n   22:           python-version: '3.8',TP,deprecated Node runner version
401,validate-actions,puppeteer_puppeteer_devtools.yml,20,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,"   18:     if: contains(github.event.label.name, 'devtools')\n   19:     steps:\n>  20:       - name: Checkout\n   21:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n   22:       - name: Set up Node.js",TP,outdated / unpinned action
402,validate-actions,puppeteer_puppeteer_devtools.yml,22,8,action-version,warning,Action actions/setup-node uses commit SHA (corresponds to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   20:       - name: Checkout\n   21:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n>  22:       - name: Set up Node.js\n   23:         uses: actions/setup-node@49933ea5288caeca8642d1e84afbd3f7d6820020 # v4.4.0\n   24:         with:,TP,outdated / unpinned action
403,validate-actions,puppeteer_puppeteer_devtools.yml,41,8,action-version,warning,Action actions/upload-artifact uses commit SHA (corresponds to v4.6.2) which is major version outdated. Current latest is v7.0.1.,registry,   39:           npm pack -w puppeteer-core\n   40:           npm pack -w puppeteer\n>  41:       - name: Upload Puppeteer build\n   42:         uses: actions/upload-artifact@ea165f8d65b6e75b540449e92b4886f43607fa02 # v4.6.2\n   43:         with:,TP,outdated / unpinned action
404,validate-actions,puppeteer_puppeteer_devtools.yml,53,8,action-version,warning,Action actions/download-artifact uses commit SHA (corresponds to v5.0.0) which is major version outdated. Current latest is v8.0.1.,registry,   51:     runs-on: ubuntu-latest\n   52:     steps:\n>  53:       - name: Download Puppeteer build\n   54:         uses: actions/download-artifact@634f93cb2916e3fdff6788551b99b062d0335ce0 # v5.0.0\n   55:         with:,TP,outdated / unpinned action
405,validate-actions,shadcn-ui_ui_code-check.yml,11,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,    9:     runs-on: ubuntu-latest\n   10:     name: pnpm lint\n>  11:     steps:\n   12:       - uses: actions/checkout@v3\n   13:         with:,TP,outdated / unpinned action
406,validate-actions,shadcn-ui_ui_code-check.yml,16,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   14:           fetch-depth: 0\n   15: \n>  16:       - name: Install Node.js\n   17:         uses: actions/setup-node@v3\n   18:         with:,TP,outdated / unpinned action
407,validate-actions,shadcn-ui_ui_code-check.yml,20,8,action-version,warning,Action pnpm/action-setup uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.0.0.,registry,   18:         with:\n   19:           node-version: 20\n>  20: \n   21:       - uses: pnpm/action-setup@v4\n   22:         name: Install pnpm,TP,outdated / unpinned action
408,validate-actions,shadcn-ui_ui_code-check.yml,31,8,action-version,warning,Action actions/cache uses v3 (resolves to v3.5.0) which is major version outdated. Current latest is v5.0.5.,registry,"   29:         id: pnpm-cache\n   30:         run: |\n>  31:           echo ""pnpm_cache_dir=$(pnpm store path)"" >> $GITHUB_OUTPUT\n   32:       - uses: actions/cache@v3\n   33:         name: Setup pnpm cache",TP,outdated / unpinned action
409,validate-actions,shadcn-ui_ui_code-check.yml,47,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   45:     runs-on: ubuntu-latest\n   46:     name: pnpm format:check\n>  47:     steps:\n   48:       - uses: actions/checkout@v3\n   49:         with:,TP,outdated / unpinned action
410,validate-actions,shadcn-ui_ui_code-check.yml,52,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   50:           fetch-depth: 0\n   51: \n>  52:       - name: Install Node.js\n   53:         uses: actions/setup-node@v3\n   54:         with:,TP,outdated / unpinned action
411,validate-actions,shadcn-ui_ui_code-check.yml,56,8,action-version,warning,Action pnpm/action-setup uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.0.0.,registry,   54:         with:\n   55:           node-version: 20\n>  56: \n   57:       - uses: pnpm/action-setup@v4\n   58:         name: Install pnpm,TP,outdated / unpinned action
412,validate-actions,shadcn-ui_ui_code-check.yml,68,8,action-version,warning,Action actions/cache uses v3 (resolves to v3.5.0) which is major version outdated. Current latest is v5.0.5.,registry,"   66:         run: |\n   67:           echo ""pnpm_cache_dir=$(pnpm store path)"" >> $GITHUB_OUTPUT\n>  68: \n   69:       - uses: actions/cache@v3\n   70:         name: Setup pnpm cache",TP,outdated / unpinned action
413,validate-actions,shadcn-ui_ui_code-check.yml,85,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   83:     runs-on: ubuntu-latest\n   84:     name: pnpm typecheck\n>  85:     steps:\n   86:       - uses: actions/checkout@v3\n   87:         with:,TP,outdated / unpinned action
414,validate-actions,shadcn-ui_ui_code-check.yml,90,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   88:           fetch-depth: 0\n   89: \n>  90:       - name: Install Node.js\n   91:         uses: actions/setup-node@v3\n   92:         with:,TP,outdated / unpinned action
415,validate-actions,shadcn-ui_ui_code-check.yml,94,8,action-version,warning,Action pnpm/action-setup uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.0.0.,registry,   92:         with:\n   93:           node-version: 20\n>  94: \n   95:       - uses: pnpm/action-setup@v4\n   96:         name: Install pnpm,TP,outdated / unpinned action
416,validate-actions,shadcn-ui_ui_code-check.yml,105,8,action-version,warning,Action actions/cache uses v3 (resolves to v3.5.0) which is major version outdated. Current latest is v5.0.5.,registry,"  103:         id: pnpm-cache\n  104:         run: |\n> 105:           echo ""pnpm_cache_dir=$(pnpm store path)"" >> $GITHUB_OUTPUT\n  106:       - uses: actions/cache@v3\n  107:         name: Setup pnpm cache",TP,outdated / unpinned action
417,actionlint,shadcn-ui_ui_code-check.yml,12,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   10:     name: pnpm lint\n   11:     steps:\n>  12:       - uses: actions/checkout@v3\n   13:         with:\n   14:           fetch-depth: 0,TP,deprecated Node runner version
418,actionlint,shadcn-ui_ui_code-check.yml,17,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   15: \n   16:       - name: Install Node.js\n>  17:         uses: actions/setup-node@v3\n   18:         with:\n   19:           node-version: 20,TP,deprecated Node runner version
419,actionlint,shadcn-ui_ui_code-check.yml,32,15,action,error,"the runner of ""actions/cache@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"   30:         run: |\n   31:           echo ""pnpm_cache_dir=$(pnpm store path)"" >> $GITHUB_OUTPUT\n>  32:       - uses: actions/cache@v3\n   33:         name: Setup pnpm cache\n   34:         with:",TP,deprecated Node runner version
420,actionlint,shadcn-ui_ui_code-check.yml,48,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   46:     name: pnpm format:check\n   47:     steps:\n>  48:       - uses: actions/checkout@v3\n   49:         with:\n   50:           fetch-depth: 0,TP,deprecated Node runner version
421,actionlint,shadcn-ui_ui_code-check.yml,53,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   51: \n   52:       - name: Install Node.js\n>  53:         uses: actions/setup-node@v3\n   54:         with:\n   55:           node-version: 20,TP,deprecated Node runner version
422,actionlint,shadcn-ui_ui_code-check.yml,69,15,action,error,"the runner of ""actions/cache@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"   67:           echo ""pnpm_cache_dir=$(pnpm store path)"" >> $GITHUB_OUTPUT\n   68: \n>  69:       - uses: actions/cache@v3\n   70:         name: Setup pnpm cache\n   71:         with:",TP,deprecated Node runner version
423,actionlint,shadcn-ui_ui_code-check.yml,86,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   84:     name: pnpm typecheck\n   85:     steps:\n>  86:       - uses: actions/checkout@v3\n   87:         with:\n   88:           fetch-depth: 0,TP,deprecated Node runner version
424,actionlint,shadcn-ui_ui_code-check.yml,91,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   89: \n   90:       - name: Install Node.js\n>  91:         uses: actions/setup-node@v3\n   92:         with:\n   93:           node-version: 20,TP,deprecated Node runner version
425,actionlint,shadcn-ui_ui_code-check.yml,106,15,action,error,"the runner of ""actions/cache@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"  104:         run: |\n  105:           echo ""pnpm_cache_dir=$(pnpm store path)"" >> $GITHUB_OUTPUT\n> 106:       - uses: actions/cache@v3\n  107:         name: Setup pnpm cache\n  108:         with:",TP,deprecated Node runner version
426,validate-actions,shadcn-ui_ui_release.yml,16,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   14:     runs-on: ubuntu-latest\n   15:     steps:\n>  16:       - name: Checkout Repo\n   17:         uses: actions/checkout@v3\n   18:         with:,TP,outdated / unpinned action
427,validate-actions,shadcn-ui_ui_release.yml,21,8,action-version,warning,Action pnpm/action-setup uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.0.0.,registry,   19:           fetch-depth: 0\n   20: \n>  21:       - name: Use PNPM\n   22:         uses: pnpm/action-setup@v4\n   23:         with:,TP,outdated / unpinned action
428,validate-actions,shadcn-ui_ui_release.yml,26,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   24:           version: 9.0.6\n   25: \n>  26:       - name: Use Node.js 18\n   27:         uses: actions/setup-node@v3\n   28:         with:,TP,outdated / unpinned action
429,validate-actions,shadcn-ui_ui_release.yml,26,8,action-input,error,actions/setup-node@v6.3.0 uses unknown input: version,registry,   24:           version: 9.0.6\n   25: \n>  26:       - name: Use Node.js 18\n   27:         uses: actions/setup-node@v3\n   28:         with:,TP,documented input contract violation
430,actionlint,shadcn-ui_ui_release.yml,17,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   15:     steps:\n   16:       - name: Checkout Repo\n>  17:         uses: actions/checkout@v3\n   18:         with:\n   19:           fetch-depth: 0,TP,deprecated Node runner version
431,actionlint,shadcn-ui_ui_release.yml,27,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   25: \n   26:       - name: Use Node.js 18\n>  27:         uses: actions/setup-node@v3\n   28:         with:\n   29:           version: 9.0.6,TP,deprecated Node runner version
432,validate-actions,storybookjs_storybook_prepare-patch-release.yml,27,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   25:         working-directory: scripts\n   26:     steps:\n>  27:       - name: Checkout main\n   28:         uses: actions/checkout@v4\n   29:         with:,TP,outdated / unpinned action
433,validate-actions,storybookjs_storybook_prepare-patch-release.yml,33,8,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   31:           token: ${{ secrets.GH_TOKEN }}\n   32: \n>  33:       - name: Setup Node.js\n   34:         uses: actions/setup-node@v4\n   35:         with:,TP,outdated / unpinned action
434,validate-actions,storybookjs_storybook_prepare-patch-release.yml,38,8,action-version,warning,Action actions/cache uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v5.0.5.,registry,"   36:           node-version-file: "".nvmrc""\n   37: \n>  38:       - name: Cache dependencies\n   39:         uses: actions/cache@v4\n   40:         with:",TP,outdated / unpinned action
435,validate-actions,storybookjs_storybook_tests-unit.yml,19,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   17:       fail-fast: false\n   18:     runs-on: windows-11-arm\n>  19:     steps:\n   20:       - uses: actions/checkout@v4\n   21:         with:,TP,outdated / unpinned action
436,validate-actions,storybookjs_storybook_tests-unit.yml,23,8,marketplace,warning,Couldn't fetch version tags for actions/setup-node. Continuing without version validation.,registry,   21:         with:\n   22:           fetch-depth: 2\n>  23:       - name: Set node version\n   24:         uses: actions/setup-node@v4\n   25:         with:,INFRA,network: no GH_TOKEN; not a validation finding
437,actionlint,storybookjs_storybook_tests-unit.yml,18,14,runner-label,error,"label ""windows-11-arm"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", ""ubuntu-latest-4-cores"", ""ubuntu-latest-8-cores"", ""ubuntu-latest-16-cores"", ""ubuntu-24.04"", ""ubuntu-24.04-arm"", ""ubuntu-22.04"", ""ubuntu-22.04-arm"", ""ubuntu-20.04"", ""macos-latest"", ""macos-latest-xl"", ""macos-latest-xlarge"", ""macos-latest-large"", ""macos-15-xlarge"", ""macos-15-large"", ""macos-15"", ""macos-14-xl"", ""macos-14-xlarge"", ""macos-14-large"", ""macos-14"", ""macos-13-xl"", ""macos-13-xlarge"", ""macos-13-large"", ""macos-13"", ""self-hosted"", ""x64"", ""arm"", ""arm64"", ""linux"", ""macos"", ""windows"". if it is a custom label for self-hosted runner, set list of labels in actionlint.yaml config file",schema,   16:     strategy:\n   17:       fail-fast: false\n>  18:     runs-on: windows-11-arm\n   19:     steps:\n   20:       - uses: actions/checkout@v4,FP,actionlint lacks self-hosted label config; custom labels are valid
438,validate-actions,supabase_supabase_docs-last-changed.yml,25,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   23: \n   24:     steps:\n>  25:       - name: Check out repo\n   26:         uses: actions/checkout@v4\n   27:         with:,TP,outdated / unpinned action
439,validate-actions,supabase_supabase_docs-last-changed.yml,31,8,action-version,warning,Action pnpm/action-setup uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.0.0.,registry,   29:           sparse-checkout: |\n   30:             apps/docs\n>  31: \n   32:       - uses: pnpm/action-setup@v4\n   33:         name: Install pnpm,TP,outdated / unpinned action
440,validate-actions,supabase_supabase_docs-last-changed.yml,37,8,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   35:           run_install: false\n   36: \n>  37:       - name: Setup node\n   38:         uses: actions/setup-node@v4\n   39:         with:,TP,outdated / unpinned action
441,validate-actions,supabase_supabase_docs-lint-v2.yml,30,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   28:     name: supa-mdx-lint\n   29:     runs-on: ubuntu-latest\n>  30:     steps:\n   31:       - uses: actions/checkout@v4\n   32:         with:,TP,outdated / unpinned action
442,validate-actions,supabase_supabase_docs-lint-v2.yml,37,8,action-version,warning,Action dorny/paths-filter uses commit SHA (corresponds to v3.0.2) which is major version outdated. Current latest is v4.0.1.,registry,   35:             supa-mdx-lint.config.toml\n   36:             supa-mdx-lint\n>  37:             apps/docs/content\n   38:       - uses: dorny/paths-filter@de90cc6fb38fc0963ad72b210f1f284cd68cea36 #v3.0.2\n   39:         id: filter,TP,outdated / unpinned action
443,validate-actions,supabase_supabase_docs-lint-v2.yml,48,8,action-version,warning,Action actions/cache uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v5.0.5.,registry,   46:       - name: cache cargo\n   47:         id: cache-cargo\n>  48:         if: steps.filter.outputs.docs == 'true'\n   49:         uses: actions/cache@v4\n   50:         with:,TP,outdated / unpinned action
444,validate-actions,supabase_supabase_docs-lint-v2.yml,61,8,action-version,warning,Action reviewdog/action-setup uses commit SHA (corresponds to v1.3.0) which is minor version outdated. Current latest is v1.5.0.,registry,   59:         run: cargo install --locked --git https://github.com/supabase-community/supa-mdx-lint --rev 3186b58a532c98d7f470f2b887c2b74a086d5f2e\n   60:       - name: install reviewdog\n>  61:         if: steps.filter.outputs.docs == 'true'\n   62:         uses: reviewdog/action-setup@3f401fe1d58fe77e10d665ab713057375e39b887 # v1.3.0\n   63:         with:,TP,outdated / unpinned action
445,validate-actions,supabase_supabase_docs-lint-v2.yml,100,8,action-version,warning,Action actions/upload-artifact uses v4 (resolves to v4.6.2) which is major version outdated. Current latest is v7.0.1.,registry,   98:           fi\n   99:       - name: save results as artifact (external)\n> 100:         if: steps.filter.outputs.docs == 'true' && github.event.pull_request.head.repo.full_name != github.repository && steps.external_lint.outputs.LINT_EXIT_CODE != 0\n  101:         uses: actions/upload-artifact@v4\n  102:         with:,TP,outdated / unpinned action
446,validate-actions,tailwindlabs_tailwindcss_ci.yml,14,6,jobs-syntax-error,warning,Matrix definition resulted in no job combinations after include/exclude.,syntax,   12:   tests:\n   13:     strategy:\n>  14:       fail-fast: false\n   15:       matrix:\n   16:         node-version: [20],FP,complex-object matrix axis values are valid in GH Actions; tool limitation
447,validate-actions,tailwindlabs_tailwindcss_ci.yml,16,8,jobs-syntax-error,error,Unsupported value type in matrix axis 'runner',syntax,   14:       fail-fast: false\n   15:       matrix:\n>  16:         node-version: [20]\n   17:         runner:\n   18:           - name: Windows,FP,complex-object matrix axis values are valid in GH Actions; tool limitation
448,validate-actions,tailwindlabs_tailwindcss_ci.yml,16,8,jobs-syntax-error,error,Unsupported value type in matrix axis 'runner',syntax,   14:       fail-fast: false\n   15:       matrix:\n>  16:         node-version: [20]\n   17:         runner:\n   18:           - name: Windows,FP,complex-object matrix axis values are valid in GH Actions; tool limitation
449,validate-actions,tailwindlabs_tailwindcss_ci.yml,16,8,jobs-syntax-error,error,Unsupported value type in matrix axis 'runner',syntax,   14:       fail-fast: false\n   15:       matrix:\n>  16:         node-version: [20]\n   17:         runner:\n   18:           - name: Windows,FP,complex-object matrix axis values are valid in GH Actions; tool limitation
450,validate-actions,tailwindlabs_tailwindcss_ci.yml,31,12,jobs-syntax-error,error,"Value for 'runner' in matrix exclude item must be a scalar (string, number, boolean).",syntax,"   29:           - ${{ github.ref == 'refs/heads/main' || contains(github.event.pull_request.body, '[ci-all]') }}\n   30:         exclude:\n>  31:           - run-all: false\n   32:             runner:\n   33:               name: Windows",FP,complex-object matrix axis values are valid in GH Actions; tool limitation
451,validate-actions,tailwindlabs_tailwindcss_ci.yml,34,12,jobs-syntax-error,error,"Value for 'runner' in matrix exclude item must be a scalar (string, number, boolean).",syntax,   32:             runner:\n   33:               name: Windows\n>  34:           - run-all: false\n   35:             runner:\n   36:               name: macOS,FP,complex-object matrix axis values are valid in GH Actions; tool limitation
452,validate-actions,tailwindlabs_tailwindcss_ci.yml,37,13,expressions-contexts,error,Expression 'matrix.runner.os' does not match any context. Unknown property 'runner',execution,   35:             runner:\n   36:               name: macOS\n>  37: \n   38:     runs-on: ${{ matrix.runner.os }}\n   39:     timeout-minutes: 30,FP,downstream of complex-matrix-axis limitation
453,validate-actions,tailwindlabs_tailwindcss_ci.yml,40,10,expressions-contexts,error,Expression 'matrix.runner.name' does not match any context. Unknown property 'runner',execution,   38:     runs-on: ${{ matrix.runner.os }}\n   39:     timeout-minutes: 30\n>  40: \n   41:     name: ${{ matrix.runner.name }}\n   42: ,FP,downstream of complex-matrix-axis limitation
454,validate-actions,tailwindlabs_tailwindcss_ci.yml,43,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   41:     name: ${{ matrix.runner.name }}\n   42: \n>  43:     steps:\n   44:       - uses: actions/checkout@v4\n   45:       - uses: pnpm/action-setup@v4,TP,outdated / unpinned action
455,validate-actions,tailwindlabs_tailwindcss_ci.yml,44,8,action-version,warning,Action pnpm/action-setup uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.0.0.,registry,   42: \n   43:     steps:\n>  44:       - uses: actions/checkout@v4\n   45:       - uses: pnpm/action-setup@v4\n   46: ,TP,outdated / unpinned action
456,validate-actions,tailwindlabs_tailwindcss_ci.yml,46,14,expressions-contexts,error,Expression 'matrix.node-version' does not match any context. Unknown property 'node-version',execution,   44:       - uses: actions/checkout@v4\n   45:       - uses: pnpm/action-setup@v4\n>  46: \n   47:       - name: Use Node.js ${{ matrix.node-version }}\n   48:         uses: actions/setup-node@v4,FP,matrix axis present but tool couldn't build context (complex-matrix limitation)
457,validate-actions,tailwindlabs_tailwindcss_ci.yml,47,8,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   45:       - uses: pnpm/action-setup@v4\n   46: \n>  47:       - name: Use Node.js ${{ matrix.node-version }}\n   48:         uses: actions/setup-node@v4\n   49:         with:,TP,outdated / unpinned action
458,validate-actions,tailwindlabs_tailwindcss_ci.yml,49,24,expressions-contexts,error,Expression 'matrix.node-version' does not match any context. Unknown property 'node-version',execution,   47:       - name: Use Node.js ${{ matrix.node-version }}\n   48:         uses: actions/setup-node@v4\n>  49:         with:\n   50:           node-version: ${{ matrix.node-version }}\n   51:           cache: 'pnpm',FP,matrix axis present but tool couldn't build context (complex-matrix limitation)
459,validate-actions,tailwindlabs_tailwindcss_ci.yml,54,8,action-version,warning,Action actions/cache uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v5.0.5.,registry,   52: \n   53:       # Cargo already skips downloading dependencies if they already exist\n>  54:       - name: Cache cargo\n   55:         uses: actions/cache@v4\n   56:         with:,TP,outdated / unpinned action
460,validate-actions,tailwindlabs_tailwindcss_ci.yml,66,8,action-version,warning,Action actions/cache uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v5.0.5.,registry,   64: \n   65:       # Cache the `oxide` Rust build\n>  66:       - name: Cache oxide build\n   67:         uses: actions/cache@v4\n   68:         with:,TP,outdated / unpinned action
461,validate-actions,tauri-apps_tauri_test-cli-js.yml,35,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,"   33:         platform: [ubuntu-latest, macos-latest, windows-latest]\n   34: \n>  35:     steps:\n   36:       - uses: actions/checkout@v4\n   37: ",TP,outdated / unpinned action
462,validate-actions,tauri-apps_tauri_test-cli-js.yml,42,8,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   40: \n   41:       - run: npm i -g --force corepack\n>  42:       - name: setup node\n   43:         uses: actions/setup-node@v4\n   44:         with:,TP,outdated / unpinned action
